Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD004510,CUST3994,Swiggy Instamart,19:29.5,24,Snacks,54,"Easy to order, loved it!",5,No,No
ORD004512,CUST9175,Blinkit,18:29.5,36,Snacks,359,"Horrible experience, never ordering again.",1,No,Yes
ORD004514,CUST4847,Swiggy Instamart,38:29.5,33,Dairy,395,Delivery person was rude.,2,No,Yes
ORD004516,CUST5348,Swiggy Instamart,30:29.5,21,Snacks,324,Quick and reliable!,5,No,No
ORD004518,CUST4755,Blinkit,23:29.5,48,Beverages,699,"Very late delivery, not happy.",2,Yes,Yes
ORD004519,CUST4322,Swiggy Instamart,56:29.5,26,Fruits & Vegetables,183,Quick and reliable!,5,No,No
ORD004520,CUST5091,Swiggy Instamart,55:29.5,40,Beverages,710,"Fast delivery, great service!",5,No,No
ORD004521,CUST6833,Blinkit,33:29.5,32,Personal Care,841,Wrong item delivered.,1,No,Yes
ORD004522,CUST3555,JioMart,34:29.5,33,Beverages,110,"Fast delivery, great service!",5,No,No
ORD004525,CUST2285,JioMart,38:29.5,28,Snacks,464,Good quality products.,4,No,No
ORD004529,CUST1692,JioMart,16:29.5,35,Fruits & Vegetables,586,Quick and reliable!,5,No,No
ORD004532,CUST6167,Swiggy Instamart,22:29.5,25,Fruits & Vegetables,476,"Very late delivery, not happy.",2,No,Yes
ORD004533,CUST9066,JioMart,05:29.5,33,Personal Care,1164,"Horrible experience, never ordering again.",1,No,Yes
ORD004537,CUST9374,JioMart,13:29.5,30,Dairy,577,"Very late delivery, not happy.",2,No,Yes
ORD004538,CUST5591,JioMart,08:29.5,16,Fruits & Vegetables,234,"Not fresh, disappointed.",2,No,Yes
ORD004540,CUST4638,Blinkit,00:29.5,31,Beverages,819,"Horrible experience, never ordering again.",1,No,Yes
ORD004541,CUST3101,Blinkit,50:29.5,40,Snacks,191,Items missing from order.,2,No,Yes
ORD004543,CUST9613,JioMart,39:29.5,48,Personal Care,730,Excellent experience!,5,Yes,No
ORD004544,CUST7933,Swiggy Instamart,56:29.5,31,Fruits & Vegetables,374,Items missing from order.,2,No,Yes
ORD004545,CUST8836,Blinkit,36:29.5,54,Dairy,191,Packaging could be better.,3,Yes,No
ORD004546,CUST9859,Blinkit,20:29.5,29,Snacks,239,"Easy to order, loved it!",5,No,No
ORD004547,CUST1533,Swiggy Instamart,59:29.5,45,Snacks,218,Wrong item delivered.,1,Yes,Yes
ORD004548,CUST9232,Swiggy Instamart,07:29.5,25,Personal Care,696,Items missing from order.,2,No,Yes
ORD004549,CUST6689,Blinkit,24:29.5,40,Dairy,613,"Fast delivery, great service!",5,No,No
ORD004550,CUST7450,Swiggy Instamart,48:29.5,35,Grocery,1063,Wrong item delivered.,1,No,Yes
ORD004551,CUST3863,Blinkit,39:29.5,33,Dairy,598,"Horrible experience, never ordering again.",1,No,Yes
ORD004552,CUST8490,Swiggy Instamart,55:29.5,33,Snacks,197,"Fast delivery, great service!",5,No,No
ORD004553,CUST2972,Swiggy Instamart,03:29.5,44,Fruits & Vegetables,323,"Very late delivery, not happy.",2,Yes,Yes
ORD004554,CUST9490,Swiggy Instamart,36:29.5,28,Personal Care,1351,"Very late delivery, not happy.",2,No,Yes
ORD004555,CUST8537,Blinkit,02:29.5,31,Fruits & Vegetables,467,Good quality products.,4,No,No
ORD004556,CUST6171,Swiggy Instamart,20:29.5,57,Snacks,402,Packaging could be better.,3,Yes,No
ORD004557,CUST1137,Blinkit,09:29.5,35,Grocery,734,"Not fresh, disappointed.",2,No,Yes
ORD004558,CUST1193,Blinkit,43:29.5,42,Dairy,557,Good quality products.,4,Yes,No
ORD004561,CUST2650,Blinkit,37:29.5,37,Personal Care,1807,"Easy to order, loved it!",5,No,No
ORD004562,CUST6331,Blinkit,21:29.5,32,Snacks,454,Good quality products.,4,No,No
ORD004563,CUST6924,JioMart,53:29.5,28,Personal Care,853,Very satisfied with the service.,5,No,No
ORD004564,CUST5254,Blinkit,26:29.5,13,Snacks,282,Quick and reliable!,5,No,No
ORD004566,CUST9987,JioMart,32:29.5,10,Snacks,444,Delivery person was rude.,2,No,Yes
ORD004567,CUST5306,JioMart,00:29.5,33,Grocery,328,Good quality products.,4,No,No
ORD004568,CUST4885,Swiggy Instamart,12:29.5,19,Grocery,1036,Quick and reliable!,5,No,No
ORD004569,CUST5413,Swiggy Instamart,03:29.5,12,Personal Care,1573,Wrong item delivered.,1,No,Yes
ORD004570,CUST8722,Blinkit,06:29.5,21,Fruits & Vegetables,325,Excellent experience!,5,No,No
ORD004571,CUST6621,JioMart,09:29.5,10,Beverages,683,"Fast delivery, great service!",5,No,No
ORD004573,CUST4013,Swiggy Instamart,45:29.5,23,Fruits & Vegetables,590,"Fast delivery, great service!",5,No,No
ORD004575,CUST7945,Swiggy Instamart,09:29.5,31,Dairy,317,Delivery person was rude.,2,No,Yes
ORD004576,CUST4449,Swiggy Instamart,54:29.5,25,Snacks,272,Wrong item delivered.,1,No,Yes
ORD004578,CUST7099,JioMart,27:29.5,17,Beverages,341,Very satisfied with the service.,5,No,No
ORD004579,CUST6981,JioMart,38:29.5,25,Fruits & Vegetables,470,"Horrible experience, never ordering again.",1,No,Yes
ORD004582,CUST8384,JioMart,07:29.5,9,Beverages,999,"Fast delivery, great service!",5,No,No
ORD004584,CUST3148,JioMart,16:29.5,33,Beverages,244,Good quality products.,4,No,No
ORD004585,CUST4744,Blinkit,28:29.5,33,Snacks,142,Good quality products.,4,No,No
ORD004586,CUST2636,Swiggy Instamart,09:29.5,9,Dairy,267,Very satisfied with the service.,5,No,No
ORD004588,CUST4863,JioMart,32:29.5,27,Dairy,722,"Very late delivery, not happy.",2,No,Yes
ORD004589,CUST8081,JioMart,56:29.5,41,Personal Care,1810,"Very late delivery, not happy.",2,Yes,Yes
ORD004591,CUST4212,Swiggy Instamart,15:29.5,26,Snacks,260,Delivery person was rude.,2,No,Yes
ORD004592,CUST3389,Blinkit,04:29.5,29,Grocery,517,"Easy to order, loved it!",5,No,No
ORD004596,CUST3893,Swiggy Instamart,36:29.5,7,Dairy,405,Delivery person was rude.,2,No,Yes
ORD004599,CUST3203,Swiggy Instamart,31:29.5,17,Personal Care,1144,Excellent experience!,5,No,No
ORD004600,CUST9470,Blinkit,13:29.5,15,Grocery,980,"Not fresh, disappointed.",2,No,Yes
ORD004601,CUST9748,Blinkit,23:29.5,39,Snacks,106,"Not fresh, disappointed.",2,No,Yes
ORD004605,CUST5111,JioMart,05:29.5,62,Fruits & Vegetables,688,Wrong item delivered.,1,Yes,Yes
ORD004606,CUST1781,Swiggy Instamart,51:29.5,28,Personal Care,1745,"Fast delivery, great service!",5,No,No
ORD004607,CUST7527,Blinkit,14:29.5,42,Dairy,388,Packaging could be better.,3,Yes,No
ORD004608,CUST2621,Blinkit,46:29.5,34,Snacks,188,Good quality products.,4,No,No
ORD004609,CUST3676,JioMart,46:29.5,25,Dairy,248,"Not fresh, disappointed.",2,No,Yes
ORD004610,CUST1983,Swiggy Instamart,30:29.5,24,Snacks,321,"Not fresh, disappointed.",2,No,Yes
ORD004611,CUST4530,Blinkit,18:29.5,30,Beverages,947,Very satisfied with the service.,5,No,No
ORD004615,CUST8370,JioMart,22:29.5,30,Fruits & Vegetables,445,"Horrible experience, never ordering again.",1,No,Yes
ORD004616,CUST6483,Swiggy Instamart,48:29.5,23,Grocery,1210,"Easy to order, loved it!",5,No,No
ORD004617,CUST5256,JioMart,15:29.5,26,Dairy,743,Wrong item delivered.,1,No,Yes
ORD004618,CUST6914,Blinkit,49:29.5,35,Snacks,175,"Fast delivery, great service!",5,No,No
ORD004619,CUST6903,JioMart,39:29.5,19,Snacks,186,"Easy to order, loved it!",5,No,No
ORD004621,CUST6638,Swiggy Instamart,29:29.5,17,Grocery,1470,Packaging could be better.,3,No,No
ORD004622,CUST1324,Swiggy Instamart,12:29.5,26,Grocery,458,"Very late delivery, not happy.",2,No,Yes
ORD004623,CUST7746,Blinkit,29:29.5,27,Snacks,297,Very satisfied with the service.,5,No,No
ORD004624,CUST2986,Blinkit,13:29.5,18,Personal Care,327,"Not fresh, disappointed.",2,No,Yes
ORD004626,CUST4259,Blinkit,33:29.5,30,Fruits & Vegetables,328,Delivery person was rude.,2,No,Yes
ORD004628,CUST3859,JioMart,54:29.5,38,Snacks,188,Wrong item delivered.,1,No,Yes
ORD004629,CUST5663,Blinkit,59:29.5,9,Grocery,965,Wrong item delivered.,1,No,Yes
ORD004631,CUST6326,JioMart,19:29.5,10,Beverages,549,Delivery person was rude.,2,No,Yes
ORD004633,CUST8987,Swiggy Instamart,43:29.5,35,Beverages,104,"Easy to order, loved it!",5,No,No
ORD004634,CUST8322,Blinkit,22:29.5,19,Personal Care,1272,"Not fresh, disappointed.",2,No,Yes
ORD004636,CUST7243,Swiggy Instamart,17:29.5,19,Grocery,1071,Packaging could be better.,3,No,No
ORD004637,CUST5694,Swiggy Instamart,51:29.5,28,Fruits & Vegetables,386,Very satisfied with the service.,5,No,No
ORD004639,CUST3373,Swiggy Instamart,27:29.5,27,Personal Care,1179,"Easy to order, loved it!",5,No,No
ORD004640,CUST3745,Blinkit,03:29.5,37,Personal Care,1398,Items missing from order.,2,No,Yes
ORD004641,CUST6527,Swiggy Instamart,37:29.5,22,Fruits & Vegetables,417,Items missing from order.,2,No,Yes
ORD004642,CUST7911,Swiggy Instamart,49:29.5,35,Snacks,366,Very satisfied with the service.,5,No,No
ORD004643,CUST7631,JioMart,49:29.5,17,Personal Care,861,Packaging could be better.,3,No,No
ORD004644,CUST2168,Swiggy Instamart,36:29.5,8,Personal Care,1625,"Fast delivery, great service!",5,No,No
ORD004645,CUST2296,Swiggy Instamart,41:29.5,12,Fruits & Vegetables,336,Quick and reliable!,5,No,No
ORD004646,CUST3654,JioMart,49:29.5,20,Dairy,598,Very satisfied with the service.,5,No,No
ORD004648,CUST4739,Blinkit,47:29.5,35,Personal Care,1619,Good quality products.,4,No,No
ORD004649,CUST6136,JioMart,29:29.5,27,Dairy,406,Wrong item delivered.,1,No,Yes
ORD004650,CUST6191,Blinkit,19:29.5,9,Personal Care,594,Delivery person was rude.,2,No,Yes
ORD004653,CUST7479,Blinkit,37:29.5,33,Beverages,223,Packaging could be better.,3,No,No
ORD004655,CUST8289,Blinkit,49:29.5,34,Snacks,341,"Horrible experience, never ordering again.",1,No,Yes
ORD004656,CUST6950,JioMart,35:29.5,43,Dairy,264,Wrong item delivered.,1,Yes,Yes
ORD004657,CUST9535,Swiggy Instamart,17:29.5,31,Dairy,157,Items missing from order.,2,No,Yes
ORD004658,CUST8377,JioMart,34:29.5,37,Grocery,1086,Quick and reliable!,5,No,No
ORD004660,CUST3741,JioMart,59:29.5,40,Personal Care,840,Quick and reliable!,5,No,No
ORD004662,CUST1378,Blinkit,46:29.5,5,Snacks,149,Wrong item delivered.,1,No,Yes
ORD004663,CUST3048,Swiggy Instamart,52:29.5,35,Personal Care,1641,"Very late delivery, not happy.",2,No,Yes
ORD004664,CUST4844,Swiggy Instamart,17:29.5,25,Grocery,1107,Good quality products.,4,No,No
ORD004665,CUST5122,Blinkit,56:29.5,37,Personal Care,288,"Not fresh, disappointed.",2,No,Yes
ORD004670,CUST2687,JioMart,34:29.5,29,Grocery,215,"Not fresh, disappointed.",2,No,Yes
ORD004674,CUST9985,Blinkit,26:29.5,32,Dairy,728,Good quality products.,4,No,No
ORD004676,CUST1431,Blinkit,30:29.5,24,Dairy,658,Packaging could be better.,3,No,No
ORD004679,CUST2363,JioMart,28:29.5,34,Snacks,206,Excellent experience!,5,No,No
ORD004681,CUST5300,Swiggy Instamart,48:29.5,30,Personal Care,375,Delivery person was rude.,2,No,Yes
ORD004682,CUST3544,JioMart,07:29.5,28,Fruits & Vegetables,592,Excellent experience!,5,No,No
ORD004684,CUST7387,Swiggy Instamart,23:29.5,17,Personal Care,757,"Easy to order, loved it!",5,No,No
ORD004685,CUST6068,Blinkit,10:29.5,5,Personal Care,1530,"Not fresh, disappointed.",2,No,Yes
ORD004686,CUST4757,JioMart,57:29.5,31,Beverages,932,"Not fresh, disappointed.",2,No,Yes
ORD004687,CUST5053,Swiggy Instamart,01:29.5,22,Beverages,975,"Fast delivery, great service!",5,No,No
ORD004690,CUST3071,Swiggy Instamart,31:29.5,29,Snacks,305,Wrong item delivered.,1,No,Yes
ORD004691,CUST3150,Swiggy Instamart,14:29.5,32,Dairy,390,Items missing from order.,2,No,Yes
ORD004692,CUST9630,Swiggy Instamart,06:29.5,25,Snacks,299,Delivery person was rude.,2,No,Yes
ORD004693,CUST3795,JioMart,26:29.5,22,Snacks,293,Very satisfied with the service.,5,No,No
ORD004694,CUST1468,JioMart,19:29.5,15,Grocery,1478,Wrong item delivered.,1,No,Yes
ORD004695,CUST1575,JioMart,45:29.5,37,Beverages,534,"Very late delivery, not happy.",2,No,Yes
ORD004697,CUST6328,Blinkit,36:29.5,41,Grocery,240,Delivery person was rude.,2,Yes,Yes
ORD004699,CUST8654,JioMart,11:29.5,42,Grocery,793,Good quality products.,4,Yes,No
ORD004701,CUST5463,Swiggy Instamart,18:29.5,44,Fruits & Vegetables,109,Items missing from order.,2,Yes,Yes
ORD004703,CUST8288,JioMart,24:29.5,33,Dairy,798,"Easy to order, loved it!",5,No,No
ORD004704,CUST3213,JioMart,02:29.5,33,Grocery,526,"Fast delivery, great service!",5,No,No
ORD004707,CUST8480,Swiggy Instamart,38:29.5,23,Snacks,334,Delivery person was rude.,2,No,Yes
ORD004711,CUST6073,Blinkit,41:29.5,24,Dairy,380,"Horrible experience, never ordering again.",1,No,Yes
ORD004714,CUST9841,Blinkit,03:29.5,36,Fruits & Vegetables,419,Excellent experience!,5,No,No
ORD004715,CUST4721,JioMart,23:29.5,22,Dairy,475,Very satisfied with the service.,5,No,No
ORD004716,CUST2467,Blinkit,59:29.5,34,Dairy,176,Quick and reliable!,5,No,No
ORD004718,CUST6044,Swiggy Instamart,29:29.5,27,Snacks,405,Packaging could be better.,3,No,No
ORD004720,CUST7753,Blinkit,58:29.5,49,Grocery,869,Good quality products.,4,Yes,No
ORD004722,CUST3551,JioMart,00:29.5,36,Beverages,223,Very satisfied with the service.,5,No,No
ORD004723,CUST5973,Blinkit,22:29.5,33,Snacks,69,Wrong item delivered.,1,No,Yes
ORD004725,CUST1001,Blinkit,43:29.5,34,Personal Care,806,"Fast delivery, great service!",5,No,No
ORD004726,CUST9574,Swiggy Instamart,43:29.5,17,Personal Care,110,"Easy to order, loved it!",5,No,No
ORD004727,CUST3233,JioMart,08:29.5,43,Grocery,947,Very satisfied with the service.,5,Yes,No
ORD004728,CUST6634,JioMart,45:29.5,30,Beverages,254,Quick and reliable!,5,No,No
ORD004729,CUST5698,Swiggy Instamart,39:29.5,54,Fruits & Vegetables,531,"Fast delivery, great service!",5,Yes,No
ORD004730,CUST8687,Swiggy Instamart,46:29.5,57,Grocery,590,Excellent experience!,5,Yes,No
ORD004732,CUST1136,JioMart,46:29.5,32,Personal Care,1475,Excellent experience!,5,No,No
ORD004733,CUST9059,Blinkit,47:29.5,25,Snacks,352,"Very late delivery, not happy.",2,No,Yes
ORD004734,CUST8816,JioMart,02:29.5,20,Personal Care,765,Quick and reliable!,5,No,No
ORD004735,CUST5908,Swiggy Instamart,39:29.5,29,Snacks,363,Wrong item delivered.,1,No,Yes
ORD004738,CUST5799,Swiggy Instamart,27:29.5,18,Beverages,279,Quick and reliable!,5,No,No
ORD004740,CUST1118,Swiggy Instamart,31:29.5,18,Fruits & Vegetables,292,"Very late delivery, not happy.",2,No,Yes
ORD004741,CUST9981,Blinkit,12:29.5,38,Beverages,984,"Easy to order, loved it!",5,No,No
ORD004743,CUST4089,Swiggy Instamart,26:29.5,10,Fruits & Vegetables,177,"Not fresh, disappointed.",2,No,Yes
ORD004746,CUST7467,JioMart,04:29.5,21,Fruits & Vegetables,443,Items missing from order.,2,No,Yes
ORD004747,CUST5094,Swiggy Instamart,09:29.5,25,Beverages,106,"Not fresh, disappointed.",2,No,Yes
ORD004748,CUST3675,JioMart,41:29.5,23,Snacks,51,"Fast delivery, great service!",5,No,No
ORD004749,CUST7385,Blinkit,07:29.5,39,Snacks,217,"Very late delivery, not happy.",2,No,Yes
ORD004751,CUST4614,JioMart,05:29.5,30,Personal Care,410,Excellent experience!,5,No,No
ORD004753,CUST2297,Swiggy Instamart,03:29.5,27,Beverages,115,Items missing from order.,2,No,Yes
ORD004754,CUST7917,Swiggy Instamart,58:29.5,38,Grocery,510,Quick and reliable!,5,No,No
ORD004755,CUST4924,Blinkit,50:29.5,35,Fruits & Vegetables,304,"Fast delivery, great service!",5,No,No
ORD004757,CUST5454,Swiggy Instamart,52:29.5,29,Fruits & Vegetables,515,Good quality products.,4,No,No
ORD004758,CUST5664,Swiggy Instamart,55:29.5,22,Beverages,366,Excellent experience!,5,No,No
ORD004760,CUST5404,Blinkit,40:29.5,16,Beverages,113,Wrong item delivered.,1,No,Yes
ORD004762,CUST4080,Blinkit,50:29.5,7,Fruits & Vegetables,631,Excellent experience!,5,No,No
ORD004764,CUST3988,Blinkit,07:29.5,29,Personal Care,1820,"Horrible experience, never ordering again.",1,No,Yes
ORD004765,CUST3238,Swiggy Instamart,04:29.5,29,Personal Care,965,"Horrible experience, never ordering again.",1,No,Yes
ORD004766,CUST5744,JioMart,04:29.5,23,Personal Care,1146,"Easy to order, loved it!",5,No,No
ORD004767,CUST2808,JioMart,54:29.5,27,Dairy,145,"Easy to order, loved it!",5,No,No
ORD004769,CUST8418,JioMart,48:29.5,30,Beverages,197,Good quality products.,4,No,No
ORD004771,CUST9060,JioMart,47:29.5,31,Beverages,270,"Very late delivery, not happy.",2,No,Yes
ORD004772,CUST4076,Blinkit,53:29.5,22,Grocery,1473,Excellent experience!,5,No,No
ORD004777,CUST9764,Blinkit,32:29.5,41,Grocery,1280,"Fast delivery, great service!",5,Yes,No
ORD004778,CUST1362,Blinkit,48:29.5,23,Grocery,343,Delivery person was rude.,2,No,Yes
ORD004779,CUST4046,Blinkit,21:29.5,28,Fruits & Vegetables,101,Packaging could be better.,3,No,No
ORD004780,CUST2675,JioMart,22:29.5,27,Fruits & Vegetables,129,Packaging could be better.,3,No,No
ORD004781,CUST5622,Swiggy Instamart,13:29.5,35,Personal Care,1947,Very satisfied with the service.,5,No,No
ORD004782,CUST5410,Blinkit,42:29.5,31,Beverages,323,"Easy to order, loved it!",5,No,No
ORD004785,CUST1134,Swiggy Instamart,40:29.5,23,Grocery,1346,"Very late delivery, not happy.",2,No,Yes
ORD004788,CUST3468,Swiggy Instamart,04:29.5,31,Beverages,938,"Fast delivery, great service!",5,No,No
ORD004790,CUST9086,Blinkit,33:29.5,34,Fruits & Vegetables,601,Very satisfied with the service.,5,No,No
ORD004791,CUST4558,Swiggy Instamart,34:29.5,30,Personal Care,264,Excellent experience!,5,No,No
ORD004792,CUST6601,Swiggy Instamart,04:29.5,26,Fruits & Vegetables,649,Delivery person was rude.,2,No,Yes
ORD004793,CUST7885,JioMart,52:29.5,25,Snacks,103,Wrong item delivered.,1,No,Yes
ORD004794,CUST6104,Blinkit,27:29.5,16,Dairy,309,Quick and reliable!,5,No,No
ORD004796,CUST7084,Blinkit,35:29.5,29,Beverages,366,Quick and reliable!,5,No,No
ORD004797,CUST8597,Blinkit,02:29.5,23,Fruits & Vegetables,314,Items missing from order.,2,No,Yes
ORD004801,CUST3393,Blinkit,52:29.5,41,Fruits & Vegetables,122,Excellent experience!,5,Yes,No
ORD004802,CUST1918,JioMart,43:29.5,30,Grocery,570,Delivery person was rude.,2,No,Yes
ORD004804,CUST7429,Swiggy Instamart,45:29.5,23,Fruits & Vegetables,592,Excellent experience!,5,No,No
ORD004808,CUST3975,Swiggy Instamart,03:29.5,38,Snacks,406,Items missing from order.,2,No,Yes
ORD004809,CUST4148,JioMart,35:29.5,38,Fruits & Vegetables,225,"Horrible experience, never ordering again.",1,No,Yes
ORD004812,CUST1206,JioMart,38:29.5,15,Beverages,185,"Not fresh, disappointed.",2,No,Yes
ORD004813,CUST2998,Swiggy Instamart,54:29.5,27,Dairy,343,Packaging could be better.,3,No,No
ORD004814,CUST5078,Blinkit,48:29.5,23,Beverages,658,Wrong item delivered.,1,No,Yes
ORD004816,CUST8257,Swiggy Instamart,39:29.5,34,Snacks,103,Excellent experience!,5,No,No
ORD004817,CUST5049,Blinkit,53:29.5,33,Beverages,352,"Easy to order, loved it!",5,No,No
ORD004818,CUST1549,Blinkit,27:29.5,24,Personal Care,1775,"Fast delivery, great service!",5,No,No
ORD004821,CUST2539,JioMart,48:29.5,26,Fruits & Vegetables,603,Wrong item delivered.,1,No,Yes
ORD004822,CUST9538,Blinkit,20:29.5,27,Dairy,270,Items missing from order.,2,No,Yes
ORD004823,CUST4415,Swiggy Instamart,05:29.5,33,Personal Care,776,Good quality products.,4,No,No
ORD004824,CUST8746,JioMart,05:29.5,19,Dairy,163,Very satisfied with the service.,5,No,No
ORD004827,CUST6293,Blinkit,37:29.5,39,Beverages,149,Excellent experience!,5,No,No
ORD004828,CUST3598,JioMart,05:29.5,24,Grocery,425,Delivery person was rude.,2,No,Yes
ORD004829,CUST1691,Blinkit,54:29.5,30,Fruits & Vegetables,149,"Horrible experience, never ordering again.",1,No,Yes
ORD004830,CUST9534,Swiggy Instamart,14:29.5,36,Dairy,205,Good quality products.,4,No,No
ORD004833,CUST8884,Swiggy Instamart,57:29.5,39,Beverages,845,Good quality products.,4,No,No
ORD004835,CUST4255,Swiggy Instamart,28:29.5,33,Personal Care,1391,Packaging could be better.,3,No,No
ORD004842,CUST6316,Swiggy Instamart,18:29.5,20,Dairy,113,Good quality products.,4,No,No
ORD004843,CUST1246,JioMart,28:29.5,33,Personal Care,782,Quick and reliable!,5,No,No
ORD004845,CUST5523,Swiggy Instamart,48:29.5,47,Beverages,732,Very satisfied with the service.,5,Yes,No
ORD004846,CUST2960,Swiggy Instamart,03:29.5,37,Personal Care,1683,"Very late delivery, not happy.",2,No,Yes
ORD004848,CUST4982,JioMart,16:29.5,30,Dairy,524,Packaging could be better.,3,No,No
ORD004849,CUST1146,Swiggy Instamart,38:29.5,32,Snacks,165,"Very late delivery, not happy.",2,No,Yes
ORD004850,CUST1688,Blinkit,35:29.5,35,Fruits & Vegetables,438,"Fast delivery, great service!",5,No,No
ORD004851,CUST8786,Swiggy Instamart,44:29.5,9,Grocery,250,"Not fresh, disappointed.",2,No,Yes
ORD004852,CUST3539,JioMart,15:29.5,25,Personal Care,1728,Packaging could be better.,3,No,No
ORD004854,CUST2466,JioMart,07:29.5,33,Grocery,732,"Horrible experience, never ordering again.",1,No,Yes
ORD004855,CUST5075,JioMart,45:29.5,30,Snacks,417,Quick and reliable!,5,No,No
ORD004856,CUST3583,JioMart,37:29.5,24,Fruits & Vegetables,335,Quick and reliable!,5,No,No
ORD004857,CUST9190,Swiggy Instamart,35:29.5,28,Grocery,1117,Delivery person was rude.,2,No,Yes
ORD004858,CUST2497,JioMart,28:29.5,30,Beverages,710,Excellent experience!,5,No,No
ORD004861,CUST1979,JioMart,05:29.5,30,Dairy,782,Delivery person was rude.,2,No,Yes
ORD004862,CUST6824,Swiggy Instamart,13:29.5,25,Grocery,1486,Good quality products.,4,No,No
ORD004863,CUST3521,JioMart,39:29.5,25,Snacks,252,Wrong item delivered.,1,No,Yes
ORD004864,CUST9787,Blinkit,46:29.5,17,Dairy,475,Quick and reliable!,5,No,No
ORD004865,CUST2759,Blinkit,14:29.5,41,Beverages,255,"Horrible experience, never ordering again.",1,Yes,Yes
ORD004866,CUST3061,JioMart,28:29.5,34,Snacks,426,"Horrible experience, never ordering again.",1,No,Yes
ORD004867,CUST8992,Blinkit,30:29.5,32,Snacks,367,Very satisfied with the service.,5,No,No
ORD004868,CUST4812,Swiggy Instamart,33:29.5,35,Grocery,409,"Not fresh, disappointed.",2,No,Yes
ORD004869,CUST6189,Blinkit,50:29.5,5,Grocery,478,Wrong item delivered.,1,No,Yes
ORD004870,CUST6690,JioMart,22:29.5,46,Fruits & Vegetables,554,"Fast delivery, great service!",5,Yes,No
ORD004871,CUST8187,JioMart,14:29.5,5,Grocery,463,Quick and reliable!,5,No,No
ORD004872,CUST4161,Swiggy Instamart,38:29.5,38,Grocery,955,Excellent experience!,5,No,No
ORD004874,CUST7189,Swiggy Instamart,49:29.5,19,Personal Care,350,"Fast delivery, great service!",5,No,No
ORD004875,CUST6868,Blinkit,33:29.5,31,Personal Care,300,Quick and reliable!,5,No,No
ORD004880,CUST8168,Blinkit,36:29.5,19,Personal Care,1849,Delivery person was rude.,2,No,Yes
ORD004881,CUST5828,Swiggy Instamart,09:29.5,17,Dairy,702,Quick and reliable!,5,No,No
ORD004882,CUST9892,Blinkit,47:29.5,15,Personal Care,1343,Delivery person was rude.,2,No,Yes
ORD004883,CUST9029,Swiggy Instamart,33:29.5,31,Snacks,220,Items missing from order.,2,No,Yes
ORD004885,CUST4057,JioMart,27:29.5,38,Personal Care,1018,Delivery person was rude.,2,No,Yes
ORD004886,CUST9906,Blinkit,56:29.5,26,Grocery,1395,Delivery person was rude.,2,No,Yes
ORD004887,CUST6696,Blinkit,19:29.5,43,Dairy,704,Very satisfied with the service.,5,Yes,No
ORD004888,CUST6303,Blinkit,50:29.5,40,Beverages,125,"Horrible experience, never ordering again.",1,No,Yes
ORD004889,CUST8674,Blinkit,09:29.5,23,Snacks,117,"Very late delivery, not happy.",2,No,Yes
ORD004890,CUST5510,Blinkit,37:29.5,27,Dairy,731,"Fast delivery, great service!",5,No,No
ORD004892,CUST2128,Swiggy Instamart,24:29.5,22,Dairy,761,"Very late delivery, not happy.",2,No,Yes
ORD004895,CUST8362,Blinkit,39:29.5,39,Fruits & Vegetables,358,"Not fresh, disappointed.",2,No,Yes
ORD004898,CUST9873,Blinkit,14:29.5,33,Dairy,290,"Very late delivery, not happy.",2,No,Yes
ORD004899,CUST7014,JioMart,09:29.5,18,Beverages,456,"Not fresh, disappointed.",2,No,Yes
ORD004900,CUST8439,JioMart,30:29.5,33,Beverages,708,Good quality products.,4,No,No
ORD004903,CUST7210,JioMart,12:29.5,27,Fruits & Vegetables,224,Wrong item delivered.,1,No,Yes
ORD004904,CUST4039,Blinkit,01:29.5,32,Snacks,446,"Fast delivery, great service!",5,No,No
ORD004905,CUST1306,Blinkit,38:29.5,31,Personal Care,1771,"Horrible experience, never ordering again.",1,No,Yes
ORD004906,CUST6965,Blinkit,39:29.5,30,Personal Care,278,Quick and reliable!,5,No,No
ORD004908,CUST6254,Blinkit,38:29.5,20,Dairy,712,Wrong item delivered.,1,No,Yes
ORD004911,CUST7348,JioMart,43:29.5,39,Snacks,468,Wrong item delivered.,1,No,Yes
ORD004916,CUST5638,Blinkit,43:29.5,8,Beverages,899,Good quality products.,4,No,No
ORD004918,CUST7714,Swiggy Instamart,43:29.5,30,Snacks,256,"Not fresh, disappointed.",2,No,Yes
ORD004919,CUST6276,Blinkit,44:29.5,33,Fruits & Vegetables,698,Packaging could be better.,3,No,No
ORD004922,CUST9572,Blinkit,36:29.5,24,Beverages,591,"Fast delivery, great service!",5,No,No
ORD004923,CUST2092,Blinkit,18:29.5,36,Snacks,99,Delivery person was rude.,2,No,Yes
ORD004926,CUST3926,Blinkit,55:29.5,43,Personal Care,1909,"Horrible experience, never ordering again.",1,Yes,Yes
ORD004927,CUST1512,JioMart,43:29.5,31,Personal Care,1698,"Very late delivery, not happy.",2,No,Yes
ORD004930,CUST8952,Blinkit,08:29.5,19,Beverages,693,Packaging could be better.,3,No,No
ORD004932,CUST2617,Swiggy Instamart,11:29.5,19,Fruits & Vegetables,555,Excellent experience!,5,No,No
